article_id,annotator,node,ranges,tokens,label,id
5cf45e77896a7fea06ff60a5,A,4,"[[912, 1022]]",os futuros registos de lobistas não obrigarem à declaração dos clientes das empresas e/ou consultores de lobby,Fact,12299
5cf45e77896a7fea06ff60a5,A,6,"[[1149, 1190]]",designação terá necessariamente que mudar,Policy,12300
5cf45e77896a7fea06ff60a5,A,7,"[[1199, 1228]]",de transparente não terá nada,Value,12301
5cf45e77896a7fea06ff60a5,A,9,"[[1444, 1608]]",Um registo de lobistas que oculta o nome dos clientes servirá só para incentivar a contratação de testas de ferro que influenciem os processos políticos na penumbra,Value(-),12302
5cf45e77896a7fea06ff60a5,A,10,"[[1610, 1757]]","Nunca será uma ferramenta de controlo e transparência da representação de interesses, mas antes um mecanismo de legitimação das influências ocultas",Value,12303
5cf45e77896a7fea06ff60a5,A,12,"[[3257, 3383]]",Não podemos aceitar que atirem areia para os olhos dos cidadãos nem que se aprovem leis intelectual e politicamente desonestas,Value(-),12304
5cf45e77896a7fea06ff60a5,A,19,"[[3103, 3146]]",Continuamos favoráveis à regulação do lobby,Value,12305
5cf45e77896a7fea06ff60a5,A,13,"[[4425, 4489]]",Chumbem esta proposta e voltemos a tentar na próxima legislatura,Policy,12306
5cf45e77896a7fea06ff60a5,A,14,"[[4491, 4514]]",Para mau já basta assim,Value(-),12307
5cf45e77896a7fea06ff60a5,A,16,"[[2358, 2520]]","É tornar o que já era uma prática informal opaca num procedimento legal, dando razão aos que acreditam que regular o lobbying é legalizar o tráfico de influências",Value,12308
5cf45e77896a7fea06ff60a5,A,17,"[[2522, 2680]]","Se, até agora, o acesso aos processos de decisão era mais facilitado a quem tinha melhor acesso ao poder, agora as barreiras de acesso serão definidas por lei",Value,12309
5cf45e77896a7fea06ff60a5,B,0,"[[0, 109]]","Desde o seu primeiro estudo sobre o tema em 2014, a Transparência e Integridade defendeu a regulação do lobby",Fact,12310
5cf45e77896a7fea06ff60a5,B,1,"[[166, 344]]","com os instrumentos certos, uma boa regulação promove processos de decisão mais informados, transparentes e inclusivos e, desta forma, gera políticas públicas de melhor qualidade",Value(+),12311
5cf45e77896a7fea06ff60a5,B,2,"[[121, 147]]",impopularidade do conceito,Value(-),12312
5cf45e77896a7fea06ff60a5,B,3,"[[353, 476]]",foi com satisfação que acolhemos a intenção do Parlamento regular a actividade e tornar a decisão pública mais transparente,Value(+),12313
5cf45e77896a7fea06ff60a5,B,4,"[[478, 613]]","Hoje, perante o diploma que resultou das votações na Comissão de Transparência, apelamos aos senhores deputados que não regulem o lobby",Value,12314
5cf45e77896a7fea06ff60a5,B,5,"[[634, 683]]",Pior que a falta de regulação é esta má regulação,Value(-),12315
5cf45e77896a7fea06ff60a5,B,11,"[[686, 865]]","O documento que resultou da votação da última semana balança entre a inutilidade e o retrocesso, diminuindo objetivamente a (pouca) transparência que já existe na decisão política",Value(-),12316
5cf45e77896a7fea06ff60a5,B,12,"[[912, 1022]]",os futuros registos de lobistas não obrigarem à declaração dos clientes das empresas e/ou consultores de lobby,Fact,12317
5cf45e77896a7fea06ff60a5,B,14,"[[2035, 2069]]",Este é um retrocesso perigosíssimo,Value(-),12318
5cf45e77896a7fea06ff60a5,B,15,"[[2358, 2520]]","É tornar o que já era uma prática informal opaca num procedimento legal, dando razão aos que acreditam que regular o lobbying é legalizar o tráfico de influências",Value(-),12319
5cf45e77896a7fea06ff60a5,B,16,"[[2526, 2680]]","até agora, o acesso aos processos de decisão era mais facilitado a quem tinha melhor acesso ao poder, agora as barreiras de acesso serão definidas por lei",Value,12320
5cf45e77896a7fea06ff60a5,B,17,"[[2682, 2851]]",Deixaremos de ter consultas públicas e passaremos a ter consultas privadas com direito a palavra-passe fornecida pelos decisores públicos aos seus amigos mais influentes,Value,12321
5cf45e77896a7fea06ff60a5,B,21,"[[3103, 3146]]",Continuamos favoráveis à regulação do lobby,Value,12322
5cf45e77896a7fea06ff60a5,B,22,"[[3257, 3383]]",Não podemos aceitar que atirem areia para os olhos dos cidadãos nem que se aprovem leis intelectual e politicamente desonestas,Value(-),12323
5cf45e77896a7fea06ff60a5,B,24,"[[4122, 4289]]","Há formas honestas de regular matérias sensíveis como o lobby, aplicando soluções que aumentam a transparência e abrem aos cidadãos novas oportunidades de participação",Value(+),12324
5cf45e77896a7fea06ff60a5,B,25,"[[4291, 4407]]",Três anos de trabalho da Comissão dita para o Reforço da Transparência não chegaram para os deputados as encontrarem,Fact,12325
5cf45e77896a7fea06ff60a5,B,26,"[[4409, 4423]]",Não façam nada,Policy,12326
5cf45e77896a7fea06ff60a5,B,27,"[[4425, 4489]]",Chumbem esta proposta e voltemos a tentar na próxima legislatura,Policy,12327
5cf45e77896a7fea06ff60a5,B,28,"[[4491, 4514]]",Para mau já basta assim,Value(-),12328
5cf45e77896a7fea06ff60a5,C,0,"[[0, 109]]","Desde o seu primeiro estudo sobre o tema em 2014, a Transparência e Integridade defendeu a regulação do lobby",Value,12329
5cf45e77896a7fea06ff60a5,C,1,"[[149, 344]]","Acreditamos que, com os instrumentos certos, uma boa regulação promove processos de decisão mais informados, transparentes e inclusivos e, desta forma, gera políticas públicas de melhor qualidade",Value,12330
5cf45e77896a7fea06ff60a5,C,2,"[[353, 476]]",foi com satisfação que acolhemos a intenção do Parlamento regular a actividade e tornar a decisão pública mais transparente,Value(+),12331
5cf45e77896a7fea06ff60a5,C,4,"[[634, 683]]",Pior que a falta de regulação é esta má regulação,Value(-),12332
5cf45e77896a7fea06ff60a5,C,21,"[[558, 613]]",apelamos aos senhores deputados que não regulem o lobby,Value,12333
5cf45e77896a7fea06ff60a5,C,28,"[[121, 147]]",impopularidade do conceito,Value(-),12334
5cf45e77896a7fea06ff60a5,C,5,"[[686, 781]]",O documento que resultou da votação da última semana balança entre a inutilidade e o retrocesso,Value(-),12335
5cf45e77896a7fea06ff60a5,C,6,"[[1610, 1757]]","Nunca será uma ferramenta de controlo e transparência da representação de interesses, mas antes um mecanismo de legitimação das influências ocultas",Value(-),12336
5cf45e77896a7fea06ff60a5,C,24,"[[1444, 1608]]",Um registo de lobistas que oculta o nome dos clientes servirá só para incentivar a contratação de testas de ferro que influenciem os processos políticos na penumbra,Value(-),12337
5cf45e77896a7fea06ff60a5,C,8,"[[1822, 2033]]","o texto aprovado admitir “a excepção de se manter o sigilo sobre os contributos e os contactos com lobistas até ao fim do processo legislativo, se se decidir que o assunto merece esse dever de confidencialidade”",Fact,12338
5cf45e77896a7fea06ff60a5,C,9,"[[2035, 2069]]",Este é um retrocesso perigosíssimo,Value(-),12339
5cf45e77896a7fea06ff60a5,C,10,"[[2074, 2356]]","significa que alguém (quem?) terá a prerrogativa de decidir que determinados assuntos (quais?) serão confidenciais e que apenas alguns grupos de interesse (quais, escolhidos por quem?) terão a possibilidade de participar em certas decisões políticas, legislativas ou administrativas",Value(-),12340
5cf45e77896a7fea06ff60a5,C,13,"[[2358, 2520]]","É tornar o que já era uma prática informal opaca num procedimento legal, dando razão aos que acreditam que regular o lobbying é legalizar o tráfico de influências",Value(-),12341
5cf45e77896a7fea06ff60a5,C,15,"[[3103, 3146]]",Continuamos favoráveis à regulação do lobby,Value,12342
5cf45e77896a7fea06ff60a5,C,16,"[[3257, 3383]]",Não podemos aceitar que atirem areia para os olhos dos cidadãos nem que se aprovem leis intelectual e politicamente desonestas,Value,12343
5cf45e77896a7fea06ff60a5,C,26,"[[3063, 3101]]",somos forçados a rever a nossa posição,Value,12344
5cf45e77896a7fea06ff60a5,C,18,"[[4491, 4514]]",Para mau já basta assim,Value(-),12345
5cf45e77896a7fea06ff60a5,C,19,"[[4425, 4446]]",Chumbem esta proposta,Policy,12346
5cf45e1f896a7fea06ff4e0c,B,0,"[[726, 791]]",A necessidade imperiosa de prestar ajuda é indiscutível e urgente,Value,12347
5cf45e1f896a7fea06ff4e0c,B,1,"[[797, 850]]",nem por isso deixa de fazer sentido colocar a questão,Value,12348
5cf45e1f896a7fea06ff4e0c,B,2,"[[1149, 1265]]","Na época de Fevereiro/Março, a costa moçambicana é regularmente atingida por ciclones, de maior ou menor intensidade",Fact,12349
5cf45e1f896a7fea06ff4e0c,B,3,"[[1267, 1311]]",A última forte inundação ocorreu no ano 2000,Fact,12350
5cf45e1f896a7fea06ff4e0c,B,4,"[[1318, 1444]]","o que foi feito depois dessa catástrofe, há quase 20 anos, para minorar a amplitude das consequências no próximo ciclone? Nada",Fact,12351
5cf45e1f896a7fea06ff4e0c,B,7,"[[1497, 1586]]",uma elite corrupta nada fez para garantir que fossem tomadas medidas concretas e eficazes,Value(-),12352
5cf45e1f896a7fea06ff4e0c,B,8,"[[1670, 1834]]","A maioria da população continua a viver na miséria, sem capacidade para construir casas melhoradas e, em muitos casos, sem sequer ter o suficiente para se alimentar",Value(-),12353
5cf45e1f896a7fea06ff4e0c,B,9,"[[1836, 1922]]","Desde o fim da guerra, em 1992, o nível de vida da população praticamente não melhorou",Value(-),12354
5cf45e1f896a7fea06ff4e0c,B,12,"[[1975, 2057]]","Moçambique está em 180.º lugar, ou seja, entre os oito países mais pobres do mundo",Fact,12355
5cf45e1f896a7fea06ff4e0c,B,13,"[[2081, 2145]]",vastas áreas agrícolas e recursos naturais e minerais abundantes,Fact,12356
5cf45e1f896a7fea06ff4e0c,B,15,"[[2905, 3041]]","depauperou ainda mais os seus já fracos sistemas de saúde e educação, bem como o sistema de alerta precoce e preparação para catástrofes",Value(-),12357
5cf45e1f896a7fea06ff4e0c,B,16,"[[2815, 2900]]",O pagamento de juros sobre as dívidas ilícitas mergulhou o país numa crise financeira,Value(-),12358
5cf45e1f896a7fea06ff4e0c,B,18,"[[3547, 3590]]",falta de capacidade de gestão das entidades,Value(-),12359
5cf45e1f896a7fea06ff4e0c,B,19,"[[3656, 3847]]","devido a um “erro de comunicação”, pontes móveis de aço no valor de 12 milhões de dólares compradas à China em 2016 não estavam a ser usadas para restabelecer a transitabilidade da estrada N6",Value(-),12360
5cf45e1f896a7fea06ff4e0c,B,21,"[[3910, 4105]]","O Centro de Integridade Pública tem sugerido que sejam envolvidas na gestão da ajuda organizações credíveis da sociedade civil ou cidadãos meritórios, bem como instituições religiosas organizadas",Value,12361
5cf45e1f896a7fea06ff4e0c,B,23,"[[5056, 5095]]",recompensando generosamente os déspotas,Value(-),12362
5cf45e1f896a7fea06ff4e0c,B,24,"[[5107, 5178]]",estes estejam dispostos a controlar a saída de refugiados para a Europa,Value,12363
5cf45e1f896a7fea06ff4e0c,C,0,"[[1924, 2057]]","No Índice de Desenvolvimento Humano (IDH) do PNUD, Moçambique está em 180.º lugar, ou seja, entre os oito países mais pobres do mundo",Fact,12364
5cf45e1f896a7fea06ff4e0c,C,1,"[[2075, 2145]]",tenha vastas áreas agrícolas e recursos naturais e minerais abundantes,Value(+),12365
5cf45e1f896a7fea06ff4e0c,C,6,"[[1836, 1922]]","Desde o fim da guerra, em 1992, o nível de vida da população praticamente não melhorou",Value(-),12366
5cf45e1f896a7fea06ff4e0c,C,3,"[[1497, 1668]]",uma elite corrupta nada fez para garantir que fossem tomadas medidas concretas e eficazes para proteger destas devastações cíclicas uma cidade praticamente ao nível do mar,Value(-),12367
5cf45e1f896a7fea06ff4e0c,C,4,"[[1670, 1834]]","A maioria da população continua a viver na miséria, sem capacidade para construir casas melhoradas e, em muitos casos, sem sequer ter o suficiente para se alimentar",Value(-),12368
5cf45e1f896a7fea06ff4e0c,C,8,"[[3454, 3590]]","Não está apenas em causa o risco de abuso e corrupção (como aconteceu em 2000), mas também a falta de capacidade de gestão das entidades",Value(-),12369
5cf45e1f896a7fea06ff4e0c,C,9,"[[3634, 3908]]","há dias se soube que, devido a um “erro de comunicação”, pontes móveis de aço no valor de 12 milhões de dólares compradas à China em 2016 não estavam a ser usadas para restabelecer a transitabilidade da estrada N6, necessária para se chegar às populações afectadas pelo Idai",Value(-),12370
5cf45e1f896a7fea06ff4e0c,D,0,"[[2148, 2283]]","Enquanto a população continua a viver na miséria, o governo da Frelimo tem sido muito expedito a diligenciar o enriquecimento de alguns",Value(-),12371
5cf45e1f896a7fea06ff4e0c,D,1,"[[2285, 2623]]","O ex-ministro das Finanças, Manuel Chang, está actualmente sob custódia sul-africana a pedido dos EUA, acusado de corrupção e branqueamento de capitais e de ser o principal responsável pela contracção das chamadas “dívidas ocultas”, no valor de 2,2 mil milhões de dólares, para uma frota de pesca fantasma (EMATUM), à margem do parlamento",Fact,12372
5cf45e1f896a7fea06ff4e0c,D,2,"[[2625, 2813]]","Outras 20 pessoas, muitas das quais ligadas ao ex-presidente Guebuza, acabaram de ser acusadas pela Procuradoria-Geral da República de aceitarem subornos da ordem dos 60 milhões de dólares",Fact,12373
5cf45e1f896a7fea06ff4e0c,D,5,"[[4945, 5095]]","Estamos perante o mesmo jogo duplo que os governos europeus praticam na África Ocidental e no Norte de África, recompensando generosamente os déspotas",Value(-),12374
5cf45e1f896a7fea06ff4e0c,D,6,"[[5107, 5178]]",estes estejam dispostos a controlar a saída de refugiados para a Europa,Value,12375
5cf45e7b896a7fea06ff60cd,A,0,"[[1502, 1604]]",É importante que os problemas que afectam a vida da sociedade estejam presentes na educação dos jovens,Value,12376
5cf45e7b896a7fea06ff60cd,A,1,"[[1610, 1646]]",tudo não pode ser ensinado na escola,Value,12377
5cf45e7b896a7fea06ff60cd,B,0,"[[677, 740]]",importa contraditar os avançados mentais da parolice curricular,Value,12378
5cf45e7b896a7fea06ff60cd,B,1,"[[613, 675]]","sempre foi assim, de norte a sul, e assim deve continuar a ser",Value,12379
5cf45e7b896a7fea06ff60cd,B,3,"[[743, 776]]","É paradoxal, direi mesmo burlesco",Value(-),12380
5cf45e7b896a7fea06ff60cd,B,4,"[[790, 869]]",os que opõem as “aprendizagens essenciais” aos “programas obesos do século XIX”,Fact,12381
5cf45e7b896a7fea06ff60cd,B,5,"[[870, 1087]]","que querem, afinal, tratar os jovens como se fossem gansos reservados à produção de foie gras (iguaria que supõe a hipertrofia dos fígados das aves por recurso a alimentação forçada e bárbara, de funil, goelas abaixo)",Value(-),12382
5cf45e7b896a7fea06ff60cd,B,6,"[[1110, 1499]]","uma fracção diminuta do que tem sido despejado no enorme vazadouro em que se transformou o currículo do ensino obrigatório: prevenção rodoviária, prevenção da corrupção, educação sexual, educação do consumidor, educação económica e financeira, educação para a cidadania, para a saúde, para o empreendedorismo, para a igualdade de género e mais as literacias, todas, as digitais e as outras",Value(-),12383
5cf45e7b896a7fea06ff60cd,B,9,"[[1502, 1604]]",É importante que os problemas que afectam a vida da sociedade estejam presentes na educação dos jovens,Value(+),12384
5cf45e7b896a7fea06ff60cd,B,10,"[[1610, 1725]]","tudo não pode ser ensinado na escola, não podendo qualquer coisa dar origem a disciplinas ou conteúdos curriculares",Value,12385
5cf45e7b896a7fea06ff60cd,B,11,"[[1727, 1815]]",Durante o ensino obrigatório nunca se poderá ensinar tudo o que é importante para a vida,Value,12386
5cf45e7b896a7fea06ff60cd,B,12,"[[1818, 1899]]",boa parte do conhecimento que levaremos para a cova será adquirido fora da escola,Value,12387
5cf45e7b896a7fea06ff60cd,B,16,"[[2051, 2147]]",Podemos e devemos ajustar o curriculum à evolução do conhecimento e à evolução do sistema social,Policy,12388
5cf45e7b896a7fea06ff60cd,B,17,"[[2153, 2202]]",não o podemos fazer a meio de ciclos de aplicação,Policy,12389
5cf45e7b896a7fea06ff60cd,B,18,"[[2204, 2260]]",nem o devemos fazer sem visão de conjunto nem serenidade,Policy,12390
5cf45e7b896a7fea06ff60cd,B,19,"[[2262, 2326]]",muito menos constantemente e ao sabor dos lirismos do quotidiano,Policy,12391
5cf45e7b896a7fea06ff60cd,B,20,"[[1902, 1937]]",As crianças e os jovens têm limites,Value,12392
5cf45e7b896a7fea06ff60cd,B,21,"[[1940, 2049]]","a escola funções básicas, que não dão espaço a todas as iniciativas supervenientes a cada volta que a vida dá",Value,12393
5cf45e7b896a7fea06ff60cd,B,31,"[[2718, 2798]]",há aprendizagens que devem ser feitas na família ou na sociedade e não na escola,Value,12394
5cf45e7b896a7fea06ff60cd,B,32,"[[2800, 2916]]",instituição reservada ao ensino de matérias que estão para lá da simples natureza lúdica ou imediatamente utilitária,Value,12395
5cf45e7b896a7fea06ff60cd,B,33,"[[2329, 2702]]","A organização curricular do nosso sistema de ensino não pode confundir um quadro de formação global (cujas vertentes fundadoras serão pacificamente aceites pelo senso pedagógico comum como determinantes para as restantes aprendizagens) com uma chuva de competências instrumentais, propostas por alucinados, que querem equiparar o que não é equiparável, em sede de currículo",Policy,12396
5cf45e7b896a7fea06ff60cd,B,36,"[[3487, 3600]]",o intuito primeiro torna-se óbvio: salvar do estertor da morte instituições do ensino superior que não têm alunos,Value,12397
5cf45e7b896a7fea06ff60cd,B,37,"[[3129, 3301]]","Os alunos que terminem o ensino secundário via cursos profissionais vão poder aceder ao ensino superior sem sujeição a exames nacionais, necessários como provas de ingresso",Fact,12398
5cf45e7b896a7fea06ff60cd,B,38,"[[3320, 3418]]",80% dos que terminam o 12.º ano via científico-humanística continuam os estudos no ensino superior,Fact,12399
5cf45e7b896a7fea06ff60cd,B,39,"[[3424, 3485]]",apenas 15% dos originários dos cursos profissionais lá chegam,Fact,12400
5cf45e7b896a7fea06ff60cd,B,40,"[[3609, 3653]]",há óbvias consequências e perguntas segundas,Value,12401
5cf45e7b896a7fea06ff60cd,D,0,"[[655, 675]]",deve continuar a ser,Policy,12402
5cf45e7b896a7fea06ff60cd,D,1,"[[613, 645]]","sempre foi assim, de norte a sul",Fact,12403
5cf45e7b896a7fea06ff60cd,D,2,"[[677, 740]]",importa contraditar os avançados mentais da parolice curricular,Value,12404
5cf45e7b896a7fea06ff60cd,D,5,"[[1519, 1604]]",os problemas que afectam a vida da sociedade estejam presentes na educação dos jovens,Value(+),12405
5cf45e7b896a7fea06ff60cd,D,6,"[[1610, 1646]]",tudo não pode ser ensinado na escola,Fact,12406
5cf45e7b896a7fea06ff60cd,D,7,"[[1648, 1725]]",não podendo qualquer coisa dar origem a disciplinas ou conteúdos curriculares,Value(+),12407
5cf45e7b896a7fea06ff60cd,D,9,"[[2051, 2147]]",Podemos e devemos ajustar o curriculum à evolução do conhecimento e à evolução do sistema social,Value,12408
5cf45e7b896a7fea06ff60cd,D,10,"[[2153, 2202]]",não o podemos fazer a meio de ciclos de aplicação,Value,12409
5cf45e7b896a7fea06ff60cd,D,11,"[[2204, 2326]]","nem o devemos fazer sem visão de conjunto nem serenidade, muito menos constantemente e ao sabor dos lirismos do quotidiano",Policy,12410
5cf45e7b896a7fea06ff60cd,D,13,"[[2718, 2798]]",há aprendizagens que devem ser feitas na família ou na sociedade e não na escola,Value,12411
5cf45e7b896a7fea06ff60cd,D,14,"[[2800, 2916]]",instituição reservada ao ensino de matérias que estão para lá da simples natureza lúdica ou imediatamente utilitária,Value,12412
5cf45e7b896a7fea06ff60cd,D,15,"[[2918, 3033]]","nunca a escola pode ou deve substituir a família e a restante sociedade, senão numa concepção de Estado totalitário",Value,12413
5cf45e7b896a7fea06ff60cd,D,17,"[[3522, 3600]]",salvar do estertor da morte instituições do ensino superior que não têm alunos,Value,12414
5cf45e7b896a7fea06ff60cd,D,18,"[[3320, 3418]]",80% dos que terminam o 12.º ano via científico-humanística continuam os estudos no ensino superior,Fact,12415
5cf45e7b896a7fea06ff60cd,D,19,"[[3424, 3485]]",apenas 15% dos originários dos cursos profissionais lá chegam,Fact,12416
5cf45e7b896a7fea06ff60cd,D,21,"[[3602, 3653]]",Só que há óbvias consequências e perguntas segundas,Value,12417
5cf45ea1896a7fea06ff6237,B,0,"[[931, 1010]]","tornando mais claro o cumprimento deste dever, a sua publicidade e fiscalização",Value(+),12418
5cf45ea1896a7fea06ff6237,B,1,"[[809, 929]]","No novo regime de exercício de cargos públicos, consagra-se uma declaração única de património, rendimentos e interesses",Fact,12419
5cf45ea1896a7fea06ff6237,B,3,"[[2868, 2898]]",alcance de todas estas medidas,Value(+),12420
5cf45ea1896a7fea06ff6237,B,4,"[[2900, 2973]]",tem sido uma alteração proposta pelo PSD o centro das atenções mediáticas,Value,12421
5cf45ea1896a7fea06ff6237,B,6,"[[3432, 3492]]",o anúncio do PCP de que votará contra o conjunto das medidas,Fact,12422
5cf45ea1896a7fea06ff6237,B,7,"[[3501, 3557]]",recusa de PCP e CDS de criar a Entidade da Transparência,Fact,12423
5cf45ea1896a7fea06ff6237,B,8,"[[3569, 3636]]",a oposição do BE e PCP e reservas do PSD em regulamentar o lobbying,Fact,12424
5cf45ea1896a7fea06ff6237,B,9,"[[3638, 3709]]",a aprovação final dos diplomas correria riscos de não encontrar maioria,Value,12425
5cf45ea1896a7fea06ff6237,B,10,"[[3710, 3768]]",se o PS não tivesse construído compromissos nalgumas áreas,Value,12426
5cf45ea1896a7fea06ff6237,B,12,"[[3886, 3967]]","a não aprovação da reforma teria um efeito devastador, travando os vários avanços",Value(-),12427
5cf45ea1896a7fea06ff6237,B,13,"[[3976, 4204]]","aceitar compromissos pontuais, sem abdicar dos princípios-chave da mudança, permitindo reforçar a transparência e melhorando a qualidade das instituições da República, é, sem dúvida, o resultado mais importante para a democracia",Value(+),12428
5cf45ea1896a7fea06ff6237,C,0,"[[3976, 4204]]","aceitar compromissos pontuais, sem abdicar dos princípios-chave da mudança, permitindo reforçar a transparência e melhorando a qualidade das instituições da República, é, sem dúvida, o resultado mais importante para a democracia",Value,12429
5cf45ea1896a7fea06ff6237,C,1,"[[3771, 3853]]","A intransigência teria tido como consequência nada alterar, deixando tudo na mesma",Value,12430
5cf45ea1896a7fea06ff6237,C,3,"[[326, 382]]",garante-se a primeira regulamentação do tema em Portugal,Value,12431
5cf45ea1896a7fea06ff6237,C,4,"[[401, 614]]","uma obrigatoriedade de registo prévio dos privados que queiram assegurar representação de interesses junto das entidades públicas e estas, por seu turno, devem registar e publicitar as audiências que lhes concedem",Value,12432
5cf45ea1896a7fea06ff6237,C,6,"[[3323, 3422]]","Numa democracia representativa, raramente é possível aprovar tudo o que se pretende, sem alterações",Value,12433
5cf45ea1896a7fea06ff6237,C,7,"[[3638, 3768]]",a aprovação final dos diplomas correria riscos de não encontrar maioria se o PS não tivesse construído compromissos nalgumas áreas,Value,12434
5cf45ea1896a7fea06ff6237,C,9,"[[857, 929]]","consagra-se uma declaração única de património, rendimentos e interesses",Value,12435
5cf45ea1896a7fea06ff6237,C,10,"[[931, 1010]]","tornando mais claro o cumprimento deste dever, a sua publicidade e fiscalização",Value(+),12436
5cf45ea1896a7fea06ff6237,C,12,"[[1012, 1074]]",Alarga-se o universo de pessoas obrigadas a fazer a declaração,Value,12437
5cf45ea1896a7fea06ff6237,C,13,"[[1076, 1124]]",os autarcas passam a fazer registo de interesses,Value,12438
5cf45ea1896a7fea06ff6237,C,14,"[[1126, 1213]]",os magistrados judiciais e do MP passam a entregar declarações junto dos seus Conselhos,Value,12439
5cf45ea1896a7fea06ff6237,C,15,"[[1216, 1326]]",os intervenientes em concessões e privatizações e os chefes de gabinete de membros do Governo ficam abrangidos,Value,12440
5cf45ea1896a7fea06ff6237,C,19,"[[1582, 1682]]",resolve-se o problema da falta de sanções para rendimentos não declarados com intenção de os ocultar,Value(+),12441
5cf45ea1896a7fea06ff6237,C,20,"[[1846, 1991]]","criando-se uma sanção penal para a não entrega ou ocultação intencional de património ou rendimentos, bem como a sua tributação a uma taxa de 80%",Value,12442
5cf45ea1896a7fea06ff6237,D,0,"[[224, 382]]","Naquela que é matéria inovadora, a da representação de interesses (habitualmente designada lobbying), garante-se a primeira regulamentação do tema em Portugal",Value(+),12443
5cf45ea1896a7fea06ff6237,D,1,"[[633, 689]]",a atividade não é compatível com a profissão de advogado,Fact,12444
5cf45ea1896a7fea06ff6237,D,2,"[[692, 806]]",os titulares de cargos ficam inibidos por três anos de realizar representação de interesses onde exerceram funções,Fact,12445
5cf45ea1896a7fea06ff6237,D,32,"[[384, 614]]","É, assim, criada uma obrigatoriedade de registo prévio dos privados que queiram assegurar representação de interesses junto das entidades públicas e estas, por seu turno, devem registar e publicitar as audiências que lhes concedem",Value(+),12446
5cf45ea1896a7fea06ff6237,D,5,"[[1684, 1797]]","PSD e CDS haviam tentado criminalizar o enriquecimento ilícito, duas vezes rejeitado pelo Tribunal Constitucional",Fact,12447
5cf45ea1896a7fea06ff6237,D,6,"[[1803, 1844]]",esta insistência no erro foi ultrapassada,Value(+),12448
5cf45ea1896a7fea06ff6237,D,8,"[[1846, 1946]]",criando-se uma sanção penal para a não entrega ou ocultação intencional de património ou rendimentos,Fact,12449
5cf45ea1896a7fea06ff6237,D,9,"[[1957, 1991]]",a sua tributação a uma taxa de 80%,Fact,12450
5cf45ea1896a7fea06ff6237,D,11,"[[1530, 1682]]","Com este novo regime, e respeitando a Constituição, resolve-se o problema da falta de sanções para rendimentos não declarados com intenção de os ocultar",Value(+),12451
5cf45ea1896a7fea06ff6237,D,13,"[[2900, 2973]]",tem sido uma alteração proposta pelo PSD o centro das atenções mediáticas,Value(-),12452
5cf45ea1896a7fea06ff6237,D,14,"[[2868, 2898]]",alcance de todas estas medidas,Fact,12453
5cf45ea1896a7fea06ff6237,D,16,"[[2975, 3092]]",Entendeu o PSD que a extensão da nova proibição às sociedades de advogados seria inconstitucional ao afetar terceiros,Fact,12454
5cf45ea1896a7fea06ff6237,D,18,"[[3094, 3177]]","Foi esta a única salvaguarda introduzida, que tem sido noticiada como o seu inverso",Fact,12455
5cf45ea1896a7fea06ff6237,D,20,"[[3179, 3320]]","O que é realmente novo é que os deputados passam a ficar diretamente proibidos e correm risco de perda de mandato, o que não sucede até agora",Fact,12456
5cf45ea1896a7fea06ff6237,D,22,"[[3638, 3768]]",a aprovação final dos diplomas correria riscos de não encontrar maioria se o PS não tivesse construído compromissos nalgumas áreas,Value,12457
5cf45ea1896a7fea06ff6237,D,23,"[[3424, 3492]]",Perante o anúncio do PCP de que votará contra o conjunto das medidas,Fact,12458
5cf45ea1896a7fea06ff6237,D,24,"[[3494, 3557]]",face à recusa de PCP e CDS de criar a Entidade da Transparência,Fact,12459
5cf45ea1896a7fea06ff6237,D,25,"[[3561, 3636]]",perante a oposição do BE e PCP e reservas do PSD em regulamentar o lobbying,Fact,12460
5cf45ea1896a7fea06ff6237,D,29,"[[3976, 4204]]","aceitar compromissos pontuais, sem abdicar dos princípios-chave da mudança, permitindo reforçar a transparência e melhorando a qualidade das instituições da República, é, sem dúvida, o resultado mais importante para a democracia",Value(+),12461
5cf45ea1896a7fea06ff6237,D,30,"[[3855, 3967]]","Findos três anos de trabalhos, a não aprovação da reforma teria um efeito devastador, travando os vários avanços",Fact,12462
5cf45ea4896a7fea06ff6257,A,0,"[[3378, 3457]]",O seu sucessor transformou o recuo dos Estados Unidos numa crise transatlântica,Value,12463
5cf45ea4896a7fea06ff6257,A,1,"[[3534, 3755]]","as tomadas de posição de Trump sobre a inutilidade da NATO e contra a União Europeia puseram em causa tanto a credibilidade da garantia de defesa norte-americana, como a confiança indispensável na relação entre os aliados",Value,12464
5cf45ea4896a7fea06ff6257,A,3,"[[3459, 3528]]",Os Estados Unidos reforçaram a sua presença militar no teatro europeu,Value,12465
5cf45ea4896a7fea06ff6257,A,5,"[[3769, 3908]]","Os aliados europeus, mesmo contando com o Reino Unido, não têm capacidade para assegurar a sua defesa fora da aliança com os Estados Unidos",Value,12466
5cf45ea4896a7fea06ff6257,A,6,"[[3910, 4001]]",O exército europeu nunca existiu a não ser como parte do aparelho militar integrado da NATO,Value,12467
5cf45ea4896a7fea06ff6257,A,7,"[[4003, 4056]]",a autonomia estratégica da União Europeia é uma frase,Value,12468
5cf45ea4896a7fea06ff6257,A,10,"[[4071, 4117]]",ninguém quer pensar no rearmamento da Alemanha,Value,12469
