annotator,ranges,tokens,label,id,positive_words,neutral_words,negative_words
D,"[[4496, 4730]]","se perde uma perspetiva adequada aos interesses e possibilidades de afirmação, troca e reconhecimento das práticas artísticas nacionais num contexto internacional e atual, reduzindo o contexto nacional a uma posição de mero consumidor",Value(-),6046,3,5,1
D,"[[4255, 4341]]",a interferência mais ou menos direta nas programações em função da métrica de públicos,Fact,6047,0,1,1
D,"[[4344, 4485]]",a exigência de exposições blockbuster capazes de projeção de uma imagem de marca e de esvaziar os orçamentos para uma programação equilibrada,Fact,6048,2,0,1
D,"[[286, 378]]","Se nem tudo está esclarecido neste caso, não restam dúvidas de que ocorreu um ato de censura",Value(-),6049,1,0,0
D,"[[380, 510]]","O diretor artístico do museu e curador da exposição, João Ribas, anunciou previamente a exposição com uma determinada configuração",Fact,6050,3,0,0
D,"[[513, 556]]","ela inaugurou com outra, contra sua vontade",Fact,6051,0,0,0
D,"[[1141, 1219]]",a censura nos tempos democráticos – passo o paradoxo – ganhou outros contornos,Value(-),6052,1,0,2
D,"[[1221, 1311]]","Ela exerce-se por assédio, insistência, falsa negociação e sugestão de implicações futuras",Fact,6053,0,1,1
D,"[[1316, 1346]]",põem a nu as relações de poder,Value(-),6054,0,2,0
D,"[[1349, 1420]]",deixam entre a espada e a parede qualquer projeto que importa descartar,Value(-),6055,0,0,0
D,"[[1573, 1707]]","várias obras foram retiradas por questões estritamente técnicas, menos duas, que o foram contra a seleção do curador, como este relata",Value(-),6056,0,2,0
D,"[[1422, 1499]]",Fontes relatam que a administração fez três visitas à exposição em instalação,Fact,6057,0,0,0
D,"[[1502, 1552]]",com esta atitude obrigou a remontá-la várias vezes,Fact,6058,0,0,0
D,"[[3996, 4071]]",sob as luzes insinuou-se um instrumento para angariar números de visitantes,Value(-),6059,0,1,0
D,"[[3759, 3990]]","Esta atitude começou com uma ênfase nos serviços educativos, não por preocupação com a construção de processos de mediação suscetíveis de potenciar o domínio especulativo sobre as exposições apresentadas, ação mais do que desejável",Value,6060,2,0,2
A,"[[278, 302]]",os austríacos agradeciam,Value,6061,0,1,0
A,"[[322, 427]]","depois das catástrofes políticas do século passado, é preferível deixar o grande plano para outros atores",Value,6062,0,4,2
A,"[[657, 720]]",esta perceção é muito provavelmente enviesada e até minoritária,Value,6063,0,0,1
A,"[[741, 814]]",as sondagens continuam a indicar elevados níveis de apoio ao novo governo,Fact,6064,2,2,0
A,"[[1766, 1827]]","Kutz, líder do ÖVP, prometeu construir um governo pró-europeu",Fact,6065,0,2,0
A,"[[1733, 1753]]",aceitação silenciosa,Value,6066,0,1,0
A,"[[4133, 4219]]",a inclusão do Partido da Liberdade no governo não é o resultado mais assustador per se,Value,6067,0,0,2
A,"[[4221, 4283]]",A extrema-direita sempre esteve presente na política Austríaca,Value,6068,0,3,0
A,"[[4294, 4343]]",em 2000 a Áustria estava isolada e era um outlier,Value,6069,0,0,1
A,"[[4408, 4471]]",em 2018 a Áustria é mais um caso de sucesso entre muitos outros,Value,6070,0,0,0
A,"[[4576, 4636]]","Passados quase 20 anos, o panorama europeu é muito diferente",Value,6071,0,2,1
A,"[[4638, 4780]]","A extrema-direita e o populismo estão hoje mais musculados, poderosos e imbuídos em algumas instituições nacionais e até no Parlamento Europeu",Value,6072,2,3,0
A,"[[2773, 2810]]",a Europa devia estar muito preocupada,Value,6073,1,1,0
A,"[[2819, 2909]]","a passos largos, estamos a caminhar para uma Europa cada vez menos democrática e tolerante",Value(-),6074,2,1,2
A,"[[3167, 3214]]",peso eleitoral e territorial do partido no país,Fact,6075,0,0,1
A,"[[3216, 3260]]",já não é a primeira vez que chega ao governo,Fact,6076,0,1,0
A,"[[3263, 3349]]",desde a sua implementação que tem aumentado substancialmente a sua expressão eleitoral,Value,6077,1,0,0
A,"[[3360, 3455]]","apoiado por grupos da sociedade civil, grupos e movimentos de extrema-direita e direita radical",Value,6078,0,3,1
A,"[[3462, 3488]]",posição geográfica do país,Fact,6079,0,0,0
A,"[[3642, 3740]]",aquilo que representa para os partidos austríacos mainstream habituados a dividir o poder entre si,Value,6080,0,2,3
A,"[[2950, 3141]]",acredito que a inclusão do Partido da Liberdade como parceiro governativo constitui uma mudança sistemática na política austríaca com severas repercussões e implicações para o resto da Europa,Value(-),6081,1,3,2
B,"[[278, 302]]",os austríacos agradeciam,Value,6082,0,1,0
B,"[[322, 427]]","depois das catástrofes políticas do século passado, é preferível deixar o grande plano para outros atores",Value,6083,0,4,2
B,"[[657, 720]]",esta perceção é muito provavelmente enviesada e até minoritária,Value,6084,0,0,1
B,"[[741, 814]]",as sondagens continuam a indicar elevados níveis de apoio ao novo governo,Fact,6085,2,2,0
B,"[[899, 1005]]","No último ano, o Partido Popular (ÖVP), partido habituado a governar ao longo dos anos, ganhou as eleições",Fact,6086,1,3,3
B,"[[1011, 1182]]","enfrentou, novamente, uma vitória sem maioria parlamentar, aliando-se, desta vez, com a extrema-direita do Partido da Liberdade (FPO), que arrecadou cerca de 31% dos votos",Fact,6087,0,0,2
B,"[[1191, 1246]]",esta coligação não seja uma novidade para os austríacos,Fact,6088,0,1,0
B,"[[1249, 1273]]",aconteceu também em 2000,Fact,6089,0,0,0
B,"[[1277, 1367]]","o partido tem muito mais poder atualmente, incluindo o controlo de importantes ministérios",Fact,6090,1,1,1
B,"[[1548, 1668]]","Quando entrou para o Governo em 2000, outros países da União Europeia impuseram, em protesto, pequenas sanções à Áustria",Fact,6091,0,2,0
B,"[[1679, 1753]]",a paisagem política europeia atual dita outra reação: aceitação silenciosa,Value,6092,0,4,0
B,"[[1766, 1827]]","Kutz, líder do ÖVP, prometeu construir um governo pró-europeu",Fact,6093,0,2,0
B,"[[1834, 1974]]",a extrema-direita na Áustria não é uma novidade e tão pouco se fica pelas estruturas de poder político formais como o parlamento e o governo,Fact,6094,0,3,1
B,"[[1976, 2023]]",A extrema-direita também se faz sentir nas ruas,Value,6095,0,1,0
B,"[[2025, 2185]]","O movimento “identitário” pan-europeu iniciado em França no ano de 2003 tem o seu “bloco” mais visível, atualmente, na Áustria desde a sua implementação em 2012",Fact,6096,0,1,1
B,"[[2194, 2257]]",a importância real deste grupo seja frequentemente inflacionada,Value,6097,1,0,0
B,"[[2263, 2297]]",cobertura mediática que lhe é dada,Value,6098,0,2,0
B,"[[2299, 2414]]","a sua longevidade e recente crescimento merecem, porém, algum destaque quando falamos na extrema-direita na Áustria",Value,6099,0,1,0
B,"[[2773, 2810]]",a Europa devia estar muito preocupada,Value,6100,1,1,0
B,"[[2819, 2909]]","a passos largos, estamos a caminhar para uma Europa cada vez menos democrática e tolerante",Value,6101,2,1,2
B,"[[2963, 3141]]",a inclusão do Partido da Liberdade como parceiro governativo constitui uma mudança sistemática na política austríaca com severas repercussões e implicações para o resto da Europa,Value(-),6102,1,3,2
B,"[[3167, 3214]]",peso eleitoral e territorial do partido no país,Value,6103,0,0,1
B,"[[3216, 3260]]",já não é a primeira vez que chega ao governo,Fact,6104,0,1,0
B,"[[3263, 3349]]",desde a sua implementação que tem aumentado substancialmente a sua expressão eleitoral,Fact,6105,1,0,0
B,"[[3351, 3455]]","é também apoiado por grupos da sociedade civil, grupos e movimentos de extrema-direita e direita radical",Fact,6106,0,3,1
B,"[[3462, 3488]]",posição geográfica do país,Value,6107,0,0,0
B,"[[3490, 3634]]","é particularmente assustador à luz das recentes derivas à direita com traços autoritários dos países vizinhos, como a Hungria, Croácia e Polónia",Value(-),6108,0,3,2
B,"[[3642, 3740]]",aquilo que representa para os partidos austríacos mainstream habituados a dividir o poder entre si,Value,6109,0,2,3
B,"[[3742, 3831]]",Na última eleição o ÖVP virou completamente à extrema-direita em alguns temas importantes,Fact,6110,1,1,0
B,"[[3833, 4031]]","Em campanha eleitoral, Kurz chegou mesmo a aliciar os simpatizantes da extrema-direita com a promessa que ele é que seria capaz de implementar uma política anti-imigração eficaz, ao contrário do FPO",Fact,6111,3,3,1
B,"[[4042, 4118]]",o partido social democrata (SPÖ) optou pelo silêncio em questões fraturantes,Fact,6112,0,2,1
B,"[[4133, 4219]]",a inclusão do Partido da Liberdade no governo não é o resultado mais assustador per se,Value,6113,0,0,2
B,"[[4221, 4283]]",A extrema-direita sempre esteve presente na política Austríaca,Fact,6114,0,3,0
B,"[[4408, 4574]]","em 2018 a Áustria é mais um caso de sucesso entre muitos outros onde a extrema-direita e a direita radical estão a crescer, como na Alemanha, Suécia, Grécia e Holanda",Fact,6115,0,3,0
B,"[[4294, 4343]]",em 2000 a Áustria estava isolada e era um outlier,Fact,6116,0,0,1
B,"[[4351, 4405]]",explica as sanções impostas por vários países europeus,Value,6117,0,1,1
B,"[[4576, 4636]]","Passados quase 20 anos, o panorama europeu é muito diferente",Value,6118,0,2,1
B,"[[4638, 4780]]","A extrema-direita e o populismo estão hoje mais musculados, poderosos e imbuídos em algumas instituições nacionais e até no Parlamento Europeu",Fact,6119,2,3,0
D,"[[1277, 1367]]","o partido tem muito mais poder atualmente, incluindo o controlo de importantes ministérios",Value,6120,1,1,1
D,"[[1191, 1246]]",esta coligação não seja uma novidade para os austríacos,Fact,6121,0,1,0
D,"[[1249, 1273]]",aconteceu também em 2000,Fact,6122,0,0,0
D,"[[1548, 1668]]","Quando entrou para o Governo em 2000, outros países da União Europeia impuseram, em protesto, pequenas sanções à Áustria",Value,6123,0,2,0
D,"[[1679, 1753]]",a paisagem política europeia atual dita outra reação: aceitação silenciosa,Fact,6124,0,4,0
D,"[[1766, 1827]]","Kutz, líder do ÖVP, prometeu construir um governo pró-europeu",Fact,6125,0,2,0
D,"[[1976, 2023]]",A extrema-direita também se faz sentir nas ruas,Value,6126,0,1,0
D,"[[1834, 1881]]",a extrema-direita na Áustria não é uma novidade,Fact,6127,0,0,0
D,"[[1884, 1974]]",tão pouco se fica pelas estruturas de poder político formais como o parlamento e o governo,Fact,6128,0,3,1
D,"[[2299, 2414]]","a sua longevidade e recente crescimento merecem, porém, algum destaque quando falamos na extrema-direita na Áustria",Value,6129,0,1,0
D,"[[2194, 2297]]",a importância real deste grupo seja frequentemente inflacionada pela cobertura mediática que lhe é dada,Fact,6130,1,2,0
D,"[[2773, 2810]]",a Europa devia estar muito preocupada,Value,6131,1,1,0
D,"[[2819, 2909]]","a passos largos, estamos a caminhar para uma Europa cada vez menos democrática e tolerante",Fact,6132,2,1,2
D,"[[2963, 3141]]",a inclusão do Partido da Liberdade como parceiro governativo constitui uma mudança sistemática na política austríaca com severas repercussões e implicações para o resto da Europa,Value(-),6133,1,3,2
D,"[[3162, 3214]]",Pelo peso eleitoral e territorial do partido no país,Fact,6134,0,0,1
D,"[[3457, 3488]]",Pela posição geográfica do país,Fact,6135,0,0,0
D,"[[3638, 3740]]",por aquilo que representa para os partidos austríacos mainstream habituados a dividir o poder entre si,Fact,6136,0,2,3
D,"[[3216, 3260]]",já não é a primeira vez que chega ao governo,Fact,6137,0,1,0
D,"[[3263, 3349]]",desde a sua implementação que tem aumentado substancialmente a sua expressão eleitoral,Fact,6138,1,0,0
D,"[[3351, 3455]]","é também apoiado por grupos da sociedade civil, grupos e movimentos de extrema-direita e direita radical",Fact,6139,0,3,1
D,"[[3490, 3634]]","é particularmente assustador à luz das recentes derivas à direita com traços autoritários dos países vizinhos, como a Hungria, Croácia e Polónia",Value(-),6140,0,3,2
A,"[[908, 932]]",Este é um passo positivo,Value(+),6141,1,0,1
A,"[[1020, 1043]]",a medida é insuficiente,Value(-),6142,0,0,1
A,"[[1178, 1294]]","não resolve, isoladamente, as dificuldades do sistema público e o estado crítico de falta de poupança para a reforma",Value(-),6143,0,2,1
A,"[[2534, 2600]]",está em causa a gestão financeira de responsabilidades com pensões,Value,6144,0,1,0
A,"[[2419, 2515]]",a questão poderá fazer sentido estender ao Fundo de Estabilização Financeira da Segurança Social,Value,6145,0,3,2
A,"[[5880, 6011]]","estamos na presença de um leque alargado de matérias que necessitam de formar um todo consistente e harmonioso, duradouro e estável",Value,6146,4,1,0
A,"[[5730, 5852]]",Uma intervenção sistémica terá que ter um perfil multidisciplinar e uma visão integradora e intertemporalmente consistente,Value,6147,1,1,0
B,"[[908, 932]]",Este é um passo positivo,Value(+),6148,1,0,1
B,"[[949, 1011]]",reconhecer a importância dos regimes complementares de reforma,Value,6149,1,1,0
B,"[[1020, 1164]]",a medida é insuficiente perante o grande desafio que se coloca ao sistema público de pensões que é garantir adequadamente a protecção na velhice,Value(-),6150,0,3,1
B,"[[1166, 1294]]","Esta medida não resolve, isoladamente, as dificuldades do sistema público e o estado crítico de falta de poupança para a reforma",Value,6151,0,2,1
B,"[[1312, 1453]]","o Regime Público de Capitalização, que constitui um dos três regimes que integram o Sistema Complementar, apresenta um desempenho muito pobre",Value(-),6152,0,2,1
B,"[[1455, 1666]]","O último Relatório de Actividades e Contas publicado, relativo ao ano de 2015, evidencia a fraca adesão dos trabalhadores aos PPR do Estado: 7618 aderentes e um capital sob gestão de cerca de 37 milhões de euros",Fact,6153,2,3,2
B,"[[1920, 1946]]",esta questão não seja nova,Value,6154,1,0,0
B,"[[1892, 1911], [1948, 2162]]","Esta medida suscita o tema do estabelecimento de um “level playing field” entre a gestão pública, gestão privada e gestão social de produtos de poupança para reforma geridos em capitalização pura, nos quais se incluem os PPR do Estado",Value,6155,1,3,0
B,"[[2419, 2515]]",a questão poderá fazer sentido estender ao Fundo de Estabilização Financeira da Segurança Social,Value,6156,0,3,2
B,"[[2534, 2600]]",está em causa a gestão financeira de responsabilidades com pensões,Value,6157,0,1,0
B,"[[3065, 3205]]","Invocar a gestão pública para dispensar a supervisão e defender um tratamento diferenciado não colhe, à luz dos princípios de boa governance",Value(-),6158,3,1,2
B,"[[3207, 3347]]","O que está em causa é a protecção dos interesses dos beneficiários destes produtos, atendendo à função eminentemente social destas poupanças",Value,6159,0,2,0
B,"[[3349, 3392]]",A gestão pública não substitui a supervisão,Value,6160,0,1,0
B,"[[3394, 3497]]",O exercício desta função em acumulação com a gestão coloca-nos perante um típico conflito de interesses,Value,6161,0,1,0
B,"[[3707, 3825]]","A capitalização pura, em que assenta a poupança complementar, não é melhor nem pior por ser pública, privada ou social",Value,6162,3,4,1
B,"[[3827, 3917]]",O que faz a diferença é o modelo de regulação e supervisão e a qualidade do seu desempenho,Value,6163,0,0,0
B,"[[4538, 4641]]",a poupança complementar deveria estar na agenda política e ser motivo de preocupação da sociedade civil,Policy,6164,2,3,0
B,"[[4479, 4536]]",colocando problemas de adequação do rendimento na reforma,Value(-),6165,0,0,0
B,"[[4351, 4477]]",as taxas de substituição (relação entre a pensão e o salário) do sistema público de pensões serão progressivamente mais baixas,Value,6166,0,2,0
B,"[[4842, 4967]]","O Estado terá no futuro, e já tem, dificuldade em aumentar a sua oferta social, em particular no domínio das pensões públicas",Value,6167,1,4,0
B,"[[4969, 5250]]","Esta dificuldade deveria, portanto, apelar a políticas comprometidas com o desenvolvimento dos 2.º Pilar (poupança de iniciativa colectiva/fundos de pensões) e 3.º Pilar (poupança de iniciativa individual/PPR), em que há espaço para a gestão pública, gestão privada e gestão social",Policy,6168,1,7,0
B,"[[5553, 5595]]",falta de vontade política em o desenvolver,Value,6169,0,1,2
B,"[[5430, 5484]]",O estado de atrofiamento do nosso Sistema Complementar,Value(-),6170,0,1,0
B,"[[5628, 5727]]",na maior parte dos países europeus que levaram por diante reformas nos sistemas públicos de pensões,Fact,6171,0,3,0
B,"[[5730, 5852]]",Uma intervenção sistémica terá que ter um perfil multidisciplinar e uma visão integradora e intertemporalmente consistente,Policy,6172,1,1,0
B,"[[5880, 6011]]","estamos na presença de um leque alargado de matérias que necessitam de formar um todo consistente e harmonioso, duradouro e estável",Value,6173,4,1,0
D,"[[908, 1011]]",Este é um passo positivo – no sentido de reconhecer a importância dos regimes complementares de reforma,Value(+),6174,2,1,2
D,"[[1020, 1164]]",a medida é insuficiente perante o grande desafio que se coloca ao sistema público de pensões que é garantir adequadamente a protecção na velhice,Value(-),6175,0,3,1
D,"[[1166, 1294]]","Esta medida não resolve, isoladamente, as dificuldades do sistema público e o estado crítico de falta de poupança para a reforma",Fact,6176,0,2,1
D,"[[1668, 1805]]",Estes números deixam-nos a pensar sobre quais as razões para que este produto do Estado não tenha recolhido o interesse dos trabalhadores,Value,6177,2,1,0
D,"[[1817, 1889]]","dispor de vantagens, por exemplo, em termos de benefícios fiscais em IRS",Fact,6178,0,2,0
D,"[[2419, 2515]]",a questão poderá fazer sentido estender ao Fundo de Estabilização Financeira da Segurança Social,Value,6179,0,3,2
D,"[[2534, 2600]]",está em causa a gestão financeira de responsabilidades com pensões,Fact,6180,0,1,0
D,"[[4538, 4641]]",a poupança complementar deveria estar na agenda política e ser motivo de preocupação da sociedade civil,Policy,6181,2,3,0
D,"[[4351, 4536]]","as taxas de substituição (relação entre a pensão e o salário) do sistema público de pensões serão progressivamente mais baixas, colocando problemas de adequação do rendimento na reforma",Fact,6182,0,2,0
D,"[[4969, 5250]]","Esta dificuldade deveria, portanto, apelar a políticas comprometidas com o desenvolvimento dos 2.º Pilar (poupança de iniciativa colectiva/fundos de pensões) e 3.º Pilar (poupança de iniciativa individual/PPR), em que há espaço para a gestão pública, gestão privada e gestão social",Policy,6183,1,7,0
D,"[[4842, 4967]]","O Estado terá no futuro, e já tem, dificuldade em aumentar a sua oferta social, em particular no domínio das pensões públicas",Fact,6184,1,4,0
D,"[[5730, 5852]]",Uma intervenção sistémica terá que ter um perfil multidisciplinar e uma visão integradora e intertemporalmente consistente,Value,6185,1,1,0
D,"[[5880, 6011]]","estamos na presença de um leque alargado de matérias que necessitam de formar um todo consistente e harmonioso, duradouro e estável",Fact,6186,4,1,0
A,"[[1110, 1268]]","as sentenças arbitrais proferidas por colégios arbitrais compostos por árbitros, nas condições acimas apresentadas, poderão vir a ser hipoteticamente anuladas",Value,6187,3,0,1
A,"[[745, 890]]",aqueles que nela se encontram e que são sucessivamente nomeados pelas mesmas partes colocam em causa os deveres de independência e imparcialidade,Value,6188,2,1,0
A,"[[2636, 2763]]",este centro arbitral necessita que lhe sejam submetidos mais de cem processos por ano para ser financeiramente auto-sustentável,Fact,6189,1,0,1
A,"[[2784, 2833]]",este número nunca foi atingido em nenhum dos anos,Fact,6190,0,0,1
A,"[[2849, 2871]]",seis processos em 2015,Fact,6191,0,0,0
A,"[[2876, 2896]]",31 processos em 2016,Fact,6192,0,0,0
A,"[[2901, 2921]]",76 processos em 2017,Fact,6193,0,0,0
A,"[[2941, 2961]]",66 processos em 2018,Fact,6194,0,0,0
A,"[[3099, 3185]]",a sustentabilidade económica do centro muito dificilmente será atingida ainda este ano,Value(-),6195,0,1,1
A,"[[3806, 3905]]","não se percebe que, aparentemente, inexista uma intenção legislativa de discutir uma reforma do TAD",Value,6196,0,0,1
A,"[[3930, 3985]]",a maioria dos seus problemas são mais do que conhecidos,Value,6197,2,0,0
A,"[[4406, 4440]]",ao TAD só restam duas alternativas,Value,6198,0,1,1
A,"[[4456, 4474]]",reforma abrangente,Fact,6199,1,0,0
A,"[[4517, 4529]]",encerramento,Fact,6200,0,0,0
C,"[[145, 198]]",A arquitectura deste centro assenta num bom postulado,Value(+),6201,1,0,0
C,"[[531, 647]]",não podemos ignorar as questões em torno da independência do centro e da independência e imparcialidade dos árbitros,Value,6202,0,0,0
C,"[[439, 501]]",muitos são as dúvidas que atingem o regime jurídico que o rege,Value(-),6203,1,0,0
C,"[[346, 438]]",decorridos três anos sobre a entrada em funcionamento do Tribunal Arbitral do Desporto (TAD),Fact,6204,0,0,0
C,"[[1110, 1268]]","as sentenças arbitrais proferidas por colégios arbitrais compostos por árbitros, nas condições acimas apresentadas, poderão vir a ser hipoteticamente anuladas",Value,6205,3,0,1
C,"[[1456, 1593]]","esta circunstância assume-se como um péssimo agoiro para a justiça arbitral desportiva e, acima de tudo, para a credibilidade no Desporto",Value(-),6206,0,0,1
C,"[[662, 890]]","se o TAD não proceder ao recrutamento de novos árbitros para integrar a sua lista, aqueles que nela se encontram e que são sucessivamente nomeados pelas mesmas partes colocam em causa os deveres de independência e imparcialidade",Value(-),6207,3,3,0
C,"[[2636, 2763]]",este centro arbitral necessita que lhe sejam submetidos mais de cem processos por ano para ser financeiramente auto-sustentável,Value,6208,1,0,1
C,"[[2784, 2833]]",este número nunca foi atingido em nenhum dos anos,Fact,6209,0,0,1
C,"[[2849, 2871]]",seis processos em 2015,Fact,6210,0,0,0
C,"[[2876, 2896]]",31 processos em 2016,Fact,6211,0,0,0
C,"[[2901, 2921]]",76 processos em 2017,Fact,6212,0,0,0
C,"[[2925, 2961]]","até à data, nos 66 processos em 2018",Fact,6213,0,0,0
C,"[[3099, 3185]]",a sustentabilidade económica do centro muito dificilmente será atingida ainda este ano,Value,6214,0,1,1
C,"[[2493, 2606]]",as custas do TAD – que até são a nosso ver inconstitucionais – foram o pecado mortal da falta de sucesso do mesmo,Value,6215,2,1,2
C,"[[4029, 4086]]",a arbitragem é um excelente meio de resolução de litígios,Value(+),6216,1,1,0
C,"[[4112, 4295]]","a distorção deste meio quando adaptado a um sector social “especial”, que exige, por exemplo, maiores garantias de independência e imparcialidade, pode vetá-lo a um destino inevitável",Value,6217,1,4,1
D,"[[200, 274]]",a competição desportiva necessita de uma jurisdição célere e especializada,Policy,6218,0,0,0
D,"[[346, 501]]",decorridos três anos sobre a entrada em funcionamento do Tribunal Arbitral do Desporto (TAD) muitos são as dúvidas que atingem o regime jurídico que o rege,Value(-),6219,1,0,0
D,"[[575, 598]]",independência do centro,Value(-),6220,0,0,0
D,"[[604, 647]]",independência e imparcialidade dos árbitros,Value(-),6221,0,0,0
D,"[[1456, 1593]]","esta circunstância assume-se como um péssimo agoiro para a justiça arbitral desportiva e, acima de tudo, para a credibilidade no Desporto",Value(-),6222,0,0,1
D,"[[1110, 1339]]","as sentenças arbitrais proferidas por colégios arbitrais compostos por árbitros, nas condições acimas apresentadas, poderão vir a ser hipoteticamente anuladas, a breve trecho, com fundamento na violação de princípios fundamentais",Fact,6223,4,1,1
D,"[[662, 890]]","se o TAD não proceder ao recrutamento de novos árbitros para integrar a sua lista, aqueles que nela se encontram e que são sucessivamente nomeados pelas mesmas partes colocam em causa os deveres de independência e imparcialidade",Value(-),6224,3,3,0
D,"[[1868, 1997]]",a anulação das sentenças arbitrais pode ter efeitos devastadores na confiança das partes na credibilidade da instituição arbitral,Value(-),6225,0,1,1
D,"[[1596, 1766]]",Trata-se de um problema real que só pode ser ultrapassado com um novo recrutamento de árbitros (e substituição de parte dos actuais) ou o alargamento da lista de árbitros,Fact,6226,4,0,1
D,"[[2269, 2474]]","Se retivermos um contexto estrutural da falta de independência do centro de arbitragem, o problema da independência e imparcialidade dos árbitros deve ser uma questão fulcral a discutir numa futura reforma",Policy,6227,1,1,3
D,"[[2060, 2188]]","os escândalos do futebol também chegaram ao TAD, levando a descredibilizar – pelo menos publicamente – algumas das suas decisões",Fact,6228,0,0,0
D,"[[2210, 2267]]",em nada contribuiu para a confiança no sistema desportivo,Value(-),6229,0,1,0
D,"[[3099, 3185]]",a sustentabilidade económica do centro muito dificilmente será atingida ainda este ano,Value(-),6230,0,1,1
D,"[[2636, 2763]]",este centro arbitral necessita que lhe sejam submetidos mais de cem processos por ano para ser financeiramente auto-sustentável,Fact,6231,1,0,1
D,"[[2784, 2833]]",este número nunca foi atingido em nenhum dos anos,Fact,6232,0,0,1
D,"[[2849, 2871]]",seis processos em 2015,Fact,6233,0,0,0
D,"[[2876, 2896]]",31 processos em 2016,Fact,6234,0,0,0
D,"[[2901, 2921]]",76 processos em 2017,Fact,6235,0,0,0
D,"[[2925, 2961]]","até à data, nos 66 processos em 2018",Fact,6236,0,0,0
D,"[[4029, 4086]]",a arbitragem é um excelente meio de resolução de litígios,Value(+),6237,1,1,0
D,"[[4112, 4295]]","a distorção deste meio quando adaptado a um sector social “especial”, que exige, por exemplo, maiores garantias de independência e imparcialidade, pode vetá-lo a um destino inevitável",Value(-),6238,1,4,1
A,"[[0, 50]]",Há muito que Setúbal tem uma identidade fortíssima,Value,6239,1,0,0
A,"[[52, 146]]",Não é fácil afirmar-se como uma grande capital de distrito paredes meias com a capital do país,Value,6240,0,3,2
A,"[[978, 1105]]",As actividades económicas que põem em causa o bom estado de funcionamento dos ecossistemas não são de forma alguma sustentáveis,Value,6241,2,1,0
A,"[[1178, 1263]]",a sustentabilidade que não envolva todas estas parcelas não se chama sustentabilidade,Value,6242,0,0,0
A,"[[775, 896]]","Quando zelamos pela saúde destes ecossistemas, estamos a perpetuar o futuro das actividades económicas que deles dependem",Value,6243,0,2,0
C,"[[1178, 1263]]",a sustentabilidade que não envolva todas estas parcelas não se chama sustentabilidade,Value,6244,0,0,0
C,"[[978, 1162]]","As actividades económicas que põem em causa o bom estado de funcionamento dos ecossistemas não são de forma alguma sustentáveis: nem ambientalmente, nem socialmente, nem economicamente",Value(-),6245,2,1,0
C,"[[1299, 1367]]",em Setúbal sempre existiu muita dificuldade em escolher esse caminho,Value(-),6246,0,0,1
C,"[[1380, 1475]]",queremos continuar a ter uma indústria pesada numa das mais importantes zonas húmidas da Europa,Value,6247,2,2,0
C,"[[1477, 1586]]",queremos candidatar a Arrábida a património natural da UNESCO com uma cimenteira co-incineradora em laboração,Value,6248,0,1,0
C,"[[1588, 1770]]","queremos ter um porto de águas profundas num estuário de enorme dinâmica sedimentar com golfinhos aos saltos, ao mesmo tempo que promovemos a pesca artesanal e as praias maravilhosas",Value,6249,3,4,0
C,"[[332, 428]]",a foz do rio Sado e o estuário por ela formado moldam a forma como se viveu e se vive em Setúbal,Value,6250,0,1,0
C,"[[439, 463]]",como meio de comunicação,Value,6251,0,1,0
C,"[[466, 488]]",como fonte de alimento,Value,6252,0,0,0
C,"[[618, 772]]","fornece-nos, a título gratuito, muitos serviços aos quais chamamos serviços dos ecossistemas, e dos quais dependem muitas actividades económicas da região",Value,6253,0,2,0
D,"[[917, 976]]",o maior desafio que temos pela frente no Sado e na Arrábida,Value,6254,0,1,0
D,"[[775, 896]]","Quando zelamos pela saúde destes ecossistemas, estamos a perpetuar o futuro das actividades económicas que deles dependem",Fact,6255,0,2,0
D,"[[978, 1162]]","As actividades económicas que põem em causa o bom estado de funcionamento dos ecossistemas não são de forma alguma sustentáveis: nem ambientalmente, nem socialmente, nem economicamente",Fact,6256,2,1,0
D,"[[1178, 1263]]",a sustentabilidade que não envolva todas estas parcelas não se chama sustentabilidade,Value,6257,0,0,0
D,"[[1266, 1367]]",Governar é escolher um caminho e em Setúbal sempre existiu muita dificuldade em escolher esse caminho,Value,6258,1,0,2
D,"[[1380, 1475]]",queremos continuar a ter uma indústria pesada numa das mais importantes zonas húmidas da Europa,Fact,6259,2,2,0
D,"[[1477, 1586]]",queremos candidatar a Arrábida a património natural da UNESCO com uma cimenteira co-incineradora em laboração,Fact,6260,0,1,0
D,"[[1588, 1696]]",queremos ter um porto de águas profundas num estuário de enorme dinâmica sedimentar com golfinhos aos saltos,Fact,6261,2,3,0
D,"[[1717, 1770]]",promovemos a pesca artesanal e as praias maravilhosas,Fact,6262,1,0,0
B,"[[546, 587], [718, 904]]",aqui há um exemplo especialmente sensível : a tese de que a cidade estaria a perder população desde os anos 1960 e que as transformações em curso mais não fizeram do que contribuir para a reabilitação de uma cidade em decadência,Value,6263,1,0,1
B,"[[595, 718]]",suporte de toda a narrativa dos defensores da expansão desregulada das várias dinâmicas que marcam a Lisboa dos nossos dias,Value,6264,2,0,1
B,"[[913, 1001]]","entre os seguidores desta tese já se reconheça a existência de um problema, de habitação",Value,6265,1,0,0
B,"[[1003, 1095]]","este é resumido ao mero desajustamento entre a oferta, que é pouca, e a procura, que é muita",Value,6266,0,2,0
